order_id,order_date,order_year,order_month,order_day,order_hour,order_minute,order_second,is_weekend,order_status,return_reason,customer_id,customer_name,gender,age,customer_segment,country,city,customer_loyalty_score,total_orders_by_customer,account_creation_date,product_id,product_name,category,sub_category,brand,product_rating_avg,product_reviews_count,stock_quantity,unit_price_usd,quantity,discount_percent,discount_amount_usd,total_price_usd,cost_usd,profit_usd,tax_usd,currency,payment_method,payment_status,installment_plan,shipping_method,shipping_cost_usd,delivery_days,shipping_country,warehouse_location,delivery_status,rating,review_sentiment,customer_feedback,coupon_used,coupon_code,campaign_source,device_type,traffic_source,session_duration_minutes,pages_visited,abandoned_cart_before,fraud_risk_score,profit_margin_percent,order_priority,support_ticket_created
ORD-RC678,2024-02-18 09:57:48.496836,2024,2,18,9,57,48,Yes,Pending,,CUS-D3NO4,Allen Walker,Male,29,Regular,Spain,Valencia,72.6,3,2023-08-10,PRD-0J1D,Digital Blood Pressure Monitor,Health,Personal Care,Fitbit,3.7,2485,559,75.62,3,15,34.03,192.83,145.17000000000002,47.66,15.98,USD,Bank Transfer,Paid,Yes,Next Day,15.87,4,Spain,UK,In Transit,4,Positive,Could be better,No,,Affiliate,Tablet,Social,3.1,9,No,67.1,24.72,Medium,Yes
ORD-J4MM3,2024-05-21 05:01:09.298740,2024,5,21,5,1,9,No,Completed,,CUS-Q8Q16,Donna Anderson,Female,31,Regular,Italy,Florence,17.7,20,2023-03-11,PRD-P62F,Desk Lamp LED,Home,Appliances,Adidas,4.4,3820,857,238.89,1,0,0.0,238.89,119.51,119.38,20.82,USD,Credit Card,Paid,Yes,Standard,7.82,12,Italy,EU-Central,Delivered,3,Neutral,Not satisfied,No,,Google Ads,Desktop,Search,11.3,4,No,16.8,49.97,Medium,No
ORD-W2OX4,2024-06-06 04:04:09.411263,2024,6,6,4,4,9,No,Completed,,CUS-INIPT,David Mcbride,Male,75,Regular,Italy,Milan,29.9,28,2024-05-18,PRD-USL9,Digital Blood Pressure Monitor,Health,Fitness,Lenovo,4.3,4342,209,141.26,1,10,14.13,127.13,77.94,49.19,10.61,USD,PayPal,Paid,No,Express,7.7,14,Italy,USA-East,In Transit,5,Positive,Excellent!,Yes,CPN-ODR,Email,Tablet,Email,26.4,20,No,13.5,38.69,High,Yes
ORD-YVOND,2024-11-16 18:40:29.636388,2024,11,16,18,40,29,Yes,Completed,,CUS-1OM7B,Juan Bowers,Male,25,VIP,Australia,Sydney,95.6,18,2022-11-13,PRD-NX28,Air Fryer 5L,Home,Bedding,Asus,4.4,1287,319,154.16,5,5,38.54,732.26,364.55,367.71,46.3,USD,Debit Card,Paid,Yes,Economy,17.37,13,Australia,Asia-Pacific,In Transit,5,Positive,Highly recommended,No,,Organic,Mobile,Search,28.5,17,Yes,9.3,50.22,High,Yes
ORD-VUOLD,2025-11-24 21:19:41.040183,2025,11,24,21,19,41,No,Completed,,CUS-14HGS,Sarah Pena,Female,25,VIP,Belgium,Brussels,70.5,38,2024-10-09,PRD-QJLZ,Casual Sneakers,Clothing,Kids Wear,Samsung,3.7,2730,147,20.31,1,20,4.06,16.25,8.4,7.85,1.27,USD,Bank Transfer,Paid,No,Standard,21.18,4,Belgium,USA-East,In Transit,3,Neutral,Great product!,Yes,CPN-WO8,Affiliate,Desktop,Referral,53.3,14,Yes,30.7,48.31,High,Yes
ORD-S5L2F,2025-01-09 15:08:35.153684,2025,1,9,15,8,35,No,Returned,Defective Product,CUS-C2HHJ,Dustin Wilson,Male,70,Regular,Netherlands,Utrecht,45.2,32,2021-09-24,PRD-N8QJ,4K Webcam Pro,Electronics,Cameras,GoPro,3.8,1286,601,165.96,5,20,165.96,663.84,376.95,286.89,41.05,USD,Apple Pay,Paid,Yes,Next Day,23.53,5,Netherlands,USA-West,Delivered,5,Positive,Fast delivery,Yes,CPN-M8T,Email,Mobile,Email,16.9,6,Yes,39.6,43.22,High,Yes
ORD-5ZO2P,2025-04-18 03:48:04.963031,2025,4,18,3,48,4,No,Completed,,CUS-21CK5,Gabrielle Hayden,Female,40,VIP,United States,Phoenix,85.6,14,2024-09-30,PRD-V9OA,Phone Case Shockproof,Electronics,Smartphones,Lenovo,4.2,4798,767,37.99,4,15,22.79,129.17,105.24,23.93,7.88,USD,Debit Card,Paid,Yes,Next Day,20.93,8,United States,EU-Central,In Transit,3,Neutral,Great product!,No,,Instagram,Mobile,Search,52.9,2,Yes,12.2,18.53,Medium,No
ORD-RH51P,2024-07-16 18:17:00.377308,2024,7,16,18,17,0,No,Pending,,CUS-RSQ5E,Jorge Miller,Male,43,Regular,Netherlands,Eindhoven,33.1,9,2021-06-09,PRD-JHOV,Portable SSD 1TB,Electronics,Accessories,Baseus,3.8,1593,913,291.58,5,15,218.68,1239.22,798.25,440.97,99.47,USD,Apple Pay,Paid,No,Standard,4.08,6,Netherlands,UK,In Transit,2,Negative,Average quality,No,,Google Ads,Tablet,Direct,33.3,17,Yes,49.9,35.58,Low,No
ORD-HVAIQ,2024-04-12 00:28:09.793943,2024,4,12,0,28,9,No,Returned,Not As Described,CUS-S46SP,Elizabeth Giles,Female,50,Regular,Italy,Naples,52.2,32,2023-10-06,PRD-VKKU,Screen Protector Tempered Glass,Electronics,Smartphones,Adidas,3.6,3930,403,423.23,4,10,169.29,1523.63,891.2,632.43,124.76,USD,PayPal,Paid,Yes,Standard,15.1,13,Italy,EU-Central,Delivered,3,Neutral,,No,,Instagram,Desktop,Email,55.4,17,No,1.2,41.51,Medium,No
ORD-DT3VC,2024-08-02 17:54:45.321257,2024,8,2,17,54,45,No,Completed,,CUS-3DXOY,Erika Serrano,Female,25,Regular,Italy,Rome,86.5,10,2024-02-19,PRD-OIC0,Power Bank 20000mAh,Electronics,Tablets,Anker,4.8,403,22,391.24,4,10,156.5,1408.46,1069.56,338.9,115.07,USD,Bank Transfer,Paid,Yes,Next Day,4.53,12,Italy,EU-Central,Failed,4,Positive,Good value for money,No,,Organic,Tablet,Social,37.0,4,No,17.9,24.06,Low,Yes
ORD-5QSAA,2025-04-28 20:24:54.535098,2025,4,28,20,24,54,No,Pending,,CUS-DGT7M,Cole Hall,Male,75,Premium,Australia,Melbourne,35.0,31,2021-06-25,PRD-LCPO,Phone Case Shockproof,Electronics,Smartphones,GoPro,3.1,888,346,242.64,3,0,0.0,727.92,358.5,369.42,60.3,USD,Debit Card,Pending,Yes,Express,23.15,8,Australia,Asia-Pacific,Delivered,4,Positive,Good value for money,No,,Email,Mobile,Referral,32.7,9,Yes,81.4,50.75,High,No
ORD-3A0D6,2024-09-15 08:45:06.030819,2024,9,15,8,45,6,Yes,Completed,,CUS-J4E1C,Michael Khan,Male,56,Regular,Germany,Cologne,96.5,21,2021-11-27,PRD-L87H,Digital Thermometer,Health,Fitness,Anker,4.1,3366,88,156.08,1,0,0.0,156.08,102.2,53.88,15.48,USD,Bank Transfer,Paid,Yes,Next Day,0.52,10,Germany,UK,Delivered,5,Positive,Not satisfied,Yes,CPN-XBP,Organic,Desktop,Social,31.2,18,No,37.9,34.52,High,Yes
ORD-LIQ1Q,2024-12-28 15:00:46.830538,2024,12,28,15,0,46,Yes,Completed,,CUS-W84LD,Joshua Campbell,Male,21,Premium,United States,Phoenix,80.5,21,2021-06-03,PRD-93P1,Denim Jeans Slim Fit,Clothing,Shoes,Xiaomi,4.5,2523,686,117.95,1,5,5.9,112.05,82.14,29.91,7.01,USD,Credit Card,Paid,Yes,Next Day,20.53,8,United States,UK,Delivered,1,Negative,,Yes,CPN-LOL,Instagram,Desktop,Email,9.8,2,No,6.2,26.69,Low,Yes
ORD-RZNNP,2025-07-21 22:52:10.880762,2025,7,21,22,52,10,No,Completed,,CUS-820MU,Elizabeth Bruce,Female,66,Premium,France,Toulouse,58.5,39,2024-12-06,PRD-A977,Gaming Mechanical Keyboard RGB,Electronics,Audio,Sony,4.5,884,281,66.61,4,0,0.0,266.44,158.96,107.48,21.77,USD,PayPal,Paid,Yes,Next Day,3.98,5,France,EU-Central,Delivered,3,Neutral,Not satisfied,Yes,CPN-BCC,Google Ads,Desktop,Direct,29.4,11,No,65.2,40.34,High,No
ORD-5MKPT,2025-05-17 21:44:38.910524,2025,5,17,21,44,38,Yes,Completed,,CUS-FKWJG,Latasha Moss,Female,64,Premium,Canada,Ottawa,82.1,44,2024-03-16,PRD-XYL7,Treadmill Folding,Sports,Sports Wear,GoPro,4.2,1951,50,36.55,2,0,0.0,73.1,31.3,41.8,4.75,USD,Bank Transfer,Paid,No,Economy,8.12,4,Canada,USA-East,Delivered,1,Negative,,No,,Google Ads,Tablet,Direct,19.4,20,No,4.5,57.18,Medium,Yes
ORD-N7PC7,2025-06-12 02:20:05.170975,2025,6,12,2,20,5,No,Cancelled,,CUS-P8VXT,Alexander Gonzalez,Male,45,Regular,United States,Chicago,27.5,32,2021-11-02,PRD-JX6Q,Resistance Bands Set,Health,Supplements,Apple,4.9,3024,849,131.65,4,0,0.0,526.6,260.36,266.24,30.15,USD,Bank Transfer,Paid,Yes,Express,14.79,6,United States,Asia-Pacific,Delivered,3,Neutral,Great product!,Yes,CPN-7T7,Instagram,Tablet,Referral,10.1,17,No,45.4,50.56,Medium,No
ORD-UTMN8,2024-11-16 13:05:09.791886,2024,11,16,13,5,9,Yes,Completed,,CUS-L7VZC,Mary Wood,Female,38,Regular,Netherlands,Rotterdam,83.5,45,2022-08-09,PRD-FR3V,Treadmill Folding,Sports,Outdoor,Fitbit,3.5,2406,424,235.21,4,5,47.04,893.8,481.12,412.68,56.46,USD,Debit Card,Paid,Yes,Express,14.99,11,Netherlands,EU-Central,In Transit,3,Neutral,Average quality,No,,Email,Mobile,Social,29.7,8,No,88.7,46.17,Low,Yes
ORD-M17BN,2025-03-17 21:02:36.163159,2025,3,17,21,2,36,No,Completed,,CUS-1HQNZ,Darryl Guzman,Male,36,Premium,Canada,Ottawa,44.7,26,2022-02-19,PRD-VFNN,Sports Bra High Impact,Clothing,Mens Wear,Xiaomi,3.6,4761,356,96.61,1,10,9.66,86.95,59.31,27.64,6.95,USD,Credit Card,Paid,No,Express,20.09,5,Canada,USA-West,In Transit,5,Positive,,Yes,CPN-MPV,Instagram,Mobile,Search,9.0,11,No,40.9,31.79,Low,Yes
ORD-B2V8Q,2025-07-10 19:56:52.661570,2025,7,10,19,56,52,No,Completed,,CUS-D8V72,Jonathan Yates,Male,21,Premium,Germany,Munich,0.9,24,2025-05-11,PRD-M8UC,Digital Thermometer,Health,Medical Devices,Xiaomi,4.4,2856,900,179.77,2,10,35.95,323.59,242.46,81.13,19.48,USD,Credit Card,Paid,Yes,Economy,12.31,4,Germany,USA-East,Delivered,1,Negative,Not satisfied,No,,Instagram,Tablet,Direct,56.6,16,Yes,97.2,25.07,Low,Yes
ORD-EV101,2025-07-01 14:05:45.516287,2025,7,1,14,5,45,No,Completed,,CUS-Q2BFT,Sarah Douglas,Female,39,Regular,Australia,Melbourne,63.3,2,2022-03-10,PRD-HHI3,Desk Lamp LED,Home,Decor,Nikon,4.7,102,887,239.94,2,15,71.98,407.9,320.24,87.66,25.0,USD,PayPal,Paid,Yes,Next Day,23.43,14,Australia,UK,Delivered,3,Neutral,Not satisfied,No,,Affiliate,Mobile,Search,35.5,13,No,85.8,21.49,Low,No
ORD-BQAQC,2024-03-04 16:37:44.846032,2024,3,4,16,37,44,No,Processing,,CUS-N2HFO,Samuel Ryan,Male,66,VIP,United Kingdom,London,72.7,47,2022-02-19,PRD-5LDP,LED Strip Lights 5m,Home,Bedding,Sony,4.7,739,489,200.64,1,20,40.13,160.51,126.76,33.75,13.19,USD,Apple Pay,Paid,No,Economy,4.23,12,United Kingdom,EU-Central,Delivered,2,Negative,Excellent!,Yes,CPN-CQZ,Affiliate,Tablet,Email,53.9,12,Yes,41.7,21.03,High,No
ORD-8T484,2024-12-28 10:26:43.219711,2024,12,28,10,26,43,Yes,Completed,,CUS-Y3LQ1,Carrie Walker,Female,33,Regular,Germany,Hamburg,26.4,24,2022-11-05,PRD-KV4U,Denim Jeans Slim Fit,Clothing,Kids Wear,Fitbit,3.2,1163,501,111.42,5,0,0.0,557.1,232.2,324.9,44.81,USD,PayPal,Paid,No,Next Day,5.91,9,Germany,UK,Delivered,1,Negative,Highly recommended,No,,Instagram,Mobile,Search,49.1,7,No,98.4,58.32,High,Yes
ORD-LH1U6,2026-01-08 19:03:30.422643,2026,1,8,19,3,30,No,Cancelled,,CUS-1V2TK,Ricky Cox,Male,42,Premium,Netherlands,Utrecht,67.7,1,2025-06-06,PRD-E0O5,Foam Roller,Health,Medical Devices,Nikon,4.2,1541,327,77.5,5,20,77.5,310.0,250.35,59.65,18.37,USD,Credit Card,Paid,Yes,Standard,19.65,12,Netherlands,Asia-Pacific,Delivered,2,Negative,,Yes,CPN-UEN,Email,Tablet,Direct,10.4,11,No,52.9,19.24,High,No
ORD-E4ZIB,2025-03-28 21:23:14.452498,2025,3,28,21,23,14,No,Completed,,CUS-Z9F01,Katherine Jackson DDS,Female,62,Regular,United States,Phoenix,26.1,40,2024-06-24,PRD-XCHB,Power Bank 20000mAh,Electronics,Cameras,Philips,4.2,1938,763,63.05,1,0,0.0,63.05,36.27,26.78,4.75,USD,Bank Transfer,Paid,No,Next Day,12.85,8,United States,USA-East,Delivered,2,Negative,Could be better,Yes,CPN-TX9,Google Ads,Tablet,Social,3.1,7,No,53.9,42.47,Low,No
ORD-7KQPZ,2025-06-23 12:29:18.908870,2025,6,23,12,29,18,No,Pending,,CUS-C8ZQL,Craig Espinoza,Male,53,Regular,Spain,Bilbao,16.0,47,2024-07-07,PRD-4Q5G,Running Shoes Air Zoom,Clothing,Kids Wear,Apple,4.6,1321,516,17.93,4,0,0.0,71.72,33.16,38.56,4.55,USD,Debit Card,Failed,No,Express,0.07,14,Spain,USA-East,Delivered,4,Positive,Excellent!,No,,Google Ads,Mobile,Social,46.7,12,No,18.7,53.76,Medium,No
ORD-SYJTQ,2025-03-25 21:42:32.655607,2025,3,25,21,42,32,No,Completed,,CUS-Q3KYN,Samantha Ortiz,Female,35,Premium,Australia,Brisbane,87.2,36,2021-03-29,PRD-I5NM,Yoga Pants Leggings,Clothing,Kids Wear,JBL,4.4,2058,579,48.32,5,0,0.0,241.6,125.15,116.45,19.88,USD,Credit Card,Paid,Yes,Economy,9.33,8,Australia,USA-West,Pending,5,Positive,,Yes,CPN-YP2,Google Ads,Desktop,Search,25.6,18,No,37.7,48.2,Medium,Yes
ORD-TDSW3,2024-02-06 10:19:25.314126,2024,2,6,10,19,25,No,Returned,Changed Mind,CUS-MVJ8E,Bobby Wilcox,Male,26,Premium,Netherlands,The Hague,75.8,21,2023-07-10,PRD-LHH1,Resistance Bands Set,Health,Fitness,HP,4.2,2631,458,76.16,2,15,22.85,129.47,67.72,61.75,9.49,USD,PayPal,Paid,Yes,Economy,14.85,5,Netherlands,USA-East,In Transit,5,Positive,,No,,Facebook,Desktop,Direct,58.7,14,Yes,86.0,47.69,Medium,No
ORD-Q55ED,2025-05-10 18:14:58.957514,2025,5,10,18,14,58,Yes,Completed,,CUS-UFXK4,Nancy French,Female,61,Regular,Belgium,Bruges,3.7,35,2024-11-24,PRD-XGFG,Storage Box Set,Home,Furniture,Anker,3.2,4391,204,157.59,3,20,94.55,378.22,200.85,177.37,36.8,USD,Bank Transfer,Paid,No,Standard,0.7,5,Belgium,USA-West,Delivered,2,Negative,Not satisfied,Yes,CPN-MUX,Email,Tablet,Email,54.2,20,Yes,69.7,46.9,High,Yes
ORD-HXNQ5,2024-09-16 06:48:31.080479,2024,9,16,6,48,31,No,Completed,,CUS-KISEX,Chelsea Harrison,Female,55,Premium,Australia,Melbourne,11.6,48,2024-01-30,PRD-K02U,Cotton T-Shirt Pack,Clothing,Accessories,Philips,4.3,3126,173,58.89,5,10,29.45,265.0,169.75,95.25,22.73,USD,Credit Card,Paid,No,Economy,5.8,4,Australia,USA-West,Delivered,5,Positive,Average quality,Yes,CPN-AWD,Instagram,Tablet,Email,48.7,6,No,77.0,35.94,Medium,No
ORD-8NRB7,2024-12-07 01:33:16.594894,2024,12,7,1,33,16,Yes,Completed,,CUS-U3K24,Alexander Barr,Male,30,Regular,France,Paris,89.4,28,2023-12-14,PRD-4BWO,Running Shoes Air Zoom,Clothing,Shoes,Fitbit,3.6,3833,501,60.85,4,5,12.17,231.23,162.16,69.07,16.29,USD,Apple Pay,Paid,No,Economy,24.2,8,France,EU-Central,Delivered,4,Positive,,Yes,CPN-54T,Organic,Desktop,Social,57.9,18,Yes,63.5,29.87,Low,Yes
ORD-VEIJ4,2025-09-09 13:53:10.876873,2025,9,9,13,53,10,No,Completed,,CUS-GSJQL,Douglas Hill,Male,65,Regular,Australia,Brisbane,73.4,3,2021-07-16,PRD-8QS6,Badminton Racket,Sports,Sports Wear,GoPro,5.0,1377,650,52.12,5,10,26.06,234.54,131.1,103.44,18.51,USD,Apple Pay,Paid,Yes,Standard,6.89,2,Australia,USA-West,Delivered,1,Negative,Highly recommended,No,,Facebook,Desktop,Referral,50.0,5,Yes,8.7,44.1,Low,No
ORD-WSV5S,2024-04-09 06:46:09.041624,2024,4,9,6,46,9,No,Pending,,CUS-LWJTD,Sean Harrell,Male,53,Regular,Canada,Montreal,52.3,21,2023-02-02,PRD-IVUP,Exercise Ball,Sports,Accessories,Nikon,4.7,2098,296,182.25,2,15,54.67,309.83,241.1,68.73,21.08,USD,PayPal,Pending,No,Express,2.02,1,Canada,USA-West,Delivered,5,Positive,Average quality,No,,Google Ads,Mobile,Search,39.6,17,Yes,90.4,22.18,High,No
ORD-B6Y95,2024-05-01 17:13:45.476215,2024,5,1,17,13,45,No,Completed,,CUS-UM0IL,Robert Carpenter DDS,Male,51,Premium,Germany,Hamburg,88.0,11,2023-02-23,PRD-6AXA,Foam Roller,Health,Medical Devices,Baseus,3.5,4283,154,76.18,2,0,0.0,152.36,66.48,85.88,10.99,USD,Credit Card,Paid,Yes,Express,16.52,11,Germany,UK,Delivered,5,Positive,Highly recommended,Yes,CPN-WAB,Email,Desktop,Email,3.7,7,No,56.2,56.37,Low,No
ORD-K5T3I,2024-03-16 05:20:26.119757,2024,3,16,5,20,26,Yes,Pending,,CUS-3AI6W,Leonard Foster,Male,51,Premium,United States,New York,8.9,20,2023-11-02,PRD-JC3C,Baseball Cap,Clothing,Kids Wear,Baseus,3.8,1477,886,91.49,3,0,0.0,274.47,124.53,149.94,15.7,USD,Bank Transfer,Paid,Yes,Standard,23.57,4,United States,EU-Central,Delivered,3,Neutral,Could be better,No,,Google Ads,Tablet,Direct,10.2,7,No,82.7,54.63,High,Yes
ORD-WND85,2024-03-02 18:40:01.291938,2024,3,2,18,40,1,Yes,Completed,,CUS-SS3O0,Alexandria Mason,Female,25,Regular,Netherlands,The Hague,98.7,21,2021-03-11,PRD-SJ95,Storage Box Set,Home,Appliances,Sony,3.0,4751,303,192.51,5,20,192.51,770.04,552.75,217.29,72.61,USD,Debit Card,Paid,No,Economy,15.67,13,Netherlands,USA-West,Delivered,3,Neutral,Average quality,No,,Affiliate,Tablet,Search,9.7,14,Yes,32.9,28.22,High,Yes
ORD-J9KRG,2025-07-23 23:57:37.553507,2025,7,23,23,57,37,No,Completed,,CUS-5L9IB,Stephanie Walls,Female,63,Regular,Spain,Madrid,96.2,14,2023-02-27,PRD-OK9M,Sports Bra High Impact,Clothing,Kids Wear,Sony,3.7,1411,885,140.71,1,20,28.14,112.57,69.83,42.74,9.03,USD,Debit Card,Paid,Yes,Next Day,15.68,11,Spain,UK,Failed,5,Positive,Good value for money,No,,Email,Desktop,Email,20.0,18,Yes,56.9,37.97,Low,No
ORD-BZ2TK,2024-02-06 11:36:51.205063,2024,2,6,11,36,51,No,Completed,,CUS-GO0M5,Ryan Greene,Male,68,Regular,United Kingdom,Glasgow,47.9,13,2021-03-08,PRD-MRP1,Baseball Cap,Clothing,Accessories,Dell,3.1,571,795,58.51,5,25,73.14,219.41,138.6,80.81,17.15,USD,Credit Card,Paid,Yes,Economy,21.91,1,United Kingdom,UK,Pending,3,Neutral,Could be better,No,,Facebook,Mobile,Referral,53.2,18,Yes,14.5,36.83,Medium,No
ORD-V1N5V,2026-02-02 10:55:08.179134,2026,2,2,10,55,8,No,Completed,,CUS-NV2HT,Madison Collins,Female,23,VIP,Belgium,Brussels,35.4,16,2023-05-10,PRD-IAMC,Digital Thermometer,Health,Supplements,Anker,4.1,1950,790,111.34,2,5,11.13,211.55,124.42,87.13,20.87,USD,Bank Transfer,Paid,No,Express,13.89,7,Belgium,EU-Central,Pending,1,Negative,Could be better,Yes,CPN-DOW,Google Ads,Tablet,Email,37.2,4,Yes,5.3,41.19,High,Yes
ORD-7R3QL,2024-08-14 20:10:37.678606,2024,8,14,20,10,37,No,Completed,,CUS-FJ341,Joshua Thomas,Male,47,Regular,United Kingdom,Birmingham,19.7,12,2022-08-27,PRD-TUOC,Massage Gun Deep Tissue,Health,Supplements,Fitbit,3.4,2931,109,141.56,2,5,14.16,268.96,143.56,125.4,24.21,USD,PayPal,Paid,No,Economy,6.39,2,United Kingdom,USA-East,Failed,3,Neutral,Could be better,Yes,CPN-1X3,Instagram,Tablet,Direct,41.2,12,Yes,94.5,46.62,Medium,Yes
ORD-LSD7F,2024-08-15 12:52:27.556062,2024,8,15,12,52,27,No,Completed,,CUS-S09W4,Jacqueline Pearson,Female,20,Regular,United Kingdom,Manchester,66.9,46,2023-07-14,PRD-8D7D,Digital Thermometer,Health,Personal Care,Fitbit,3.6,3820,897,57.24,1,15,8.59,48.65,27.11,21.54,4.59,USD,Credit Card,Paid,No,Next Day,7.36,3,United Kingdom,USA-West,Delivered,3,Neutral,Not satisfied,Yes,CPN-9M4,Facebook,Desktop,Social,37.2,17,Yes,22.9,44.28,Medium,Yes
ORD-EPVHG,2024-02-15 22:11:27.165421,2024,2,15,22,11,27,No,Completed,,CUS-6UOYY,Miranda Kennedy,Female,32,Premium,Netherlands,Rotterdam,80.6,40,2022-04-30,PRD-NEOM,Coffee Maker Automatic,Home,Appliances,Nikon,3.9,2236,210,196.05,1,10,19.61,176.44,79.55,96.89,12.87,USD,PayPal,Paid,No,Express,11.48,14,Netherlands,Asia-Pacific,In Transit,3,Neutral,Great product!,Yes,CPN-KM2,Email,Mobile,Direct,36.3,4,Yes,67.9,54.91,High,No
ORD-A91UI,2025-10-18 17:36:35.060256,2025,10,18,17,36,35,Yes,Completed,,CUS-AKKPH,Amy Beltran,Female,47,Premium,France,Paris,49.5,4,2021-10-14,PRD-3D11,Gym Gloves,Sports,Outdoor,Asus,3.3,4567,906,69.0,5,5,17.25,327.75,204.65,123.1,30.76,USD,Bank Transfer,Paid,Yes,Standard,4.78,3,France,Asia-Pacific,Pending,4,Positive,Fast delivery,Yes,CPN-TPK,Instagram,Tablet,Search,28.2,18,No,47.5,37.56,Low,No
ORD-98ZUN,2024-02-09 04:01:06.128031,2024,2,9,4,1,6,No,Completed,,CUS-Y6BXW,Yolanda Reyes,Female,73,Regular,Belgium,Liege,48.8,39,2022-08-22,PRD-UQF8,Foam Roller,Health,Supplements,Huawei,4.3,4181,288,32.79,1,15,4.92,27.87,18.4,9.47,2.55,USD,Debit Card,Paid,No,Standard,5.69,3,Belgium,Asia-Pacific,Delivered,2,Negative,Not satisfied,No,,Email,Tablet,Search,16.6,1,Yes,19.9,33.98,Medium,Yes
ORD-NNON7,2024-07-06 14:37:49.800406,2024,7,6,14,37,49,Yes,Pending,,CUS-2PJFG,Samantha Buchanan,Female,74,Premium,Netherlands,Eindhoven,0.5,31,2023-04-02,PRD-A8KT,USB Hub 7-Port,Electronics,Laptops,Xiaomi,4.7,1138,756,266.09,1,5,13.3,252.79,170.57,82.22,17.94,USD,Credit Card,Paid,Yes,Economy,16.89,7,Netherlands,USA-West,In Transit,4,Positive,Fast delivery,Yes,CPN-40W,Email,Mobile,Social,24.5,15,Yes,67.2,32.53,Medium,No
ORD-2CF6E,2025-09-23 08:50:04.703927,2025,9,23,8,50,4,No,Completed,,CUS-Y4XAH,Anna Arnold,Female,23,Regular,France,Nice,28.7,4,2022-11-23,PRD-RQY2,Swimming Goggles,Sports,Accessories,Philips,3.3,105,190,223.51,2,5,22.35,424.67,248.68,175.99,32.8,USD,Bank Transfer,Paid,No,Standard,5.48,9,France,USA-East,Failed,1,Negative,,Yes,CPN-VL9,Affiliate,Mobile,Email,16.0,8,No,45.3,41.44,High,No
ORD-XFPW5,2026-01-02 01:39:48.664418,2026,1,2,1,39,48,No,Completed,,CUS-MVLAV,Craig Johnson,Male,72,VIP,Spain,Madrid,13.2,22,2021-07-18,PRD-1QTH,Power Bank 20000mAh,Electronics,Accessories,HP,4.1,96,193,340.53,5,5,85.13,1617.52,956.4,661.12,83.37,USD,Bank Transfer,Paid,No,Standard,11.64,11,Spain,USA-West,Failed,4,Positive,,No,,Email,Mobile,Social,1.9,11,No,8.9,40.87,High,Yes
ORD-3SU4W,2024-10-30 02:03:29.943477,2024,10,30,2,3,29,No,Pending,,CUS-SGQVE,Angela Williams,Female,36,Regular,Australia,Melbourne,37.2,32,2023-06-17,PRD-6KV4,Hooded Sweatshirt,Clothing,Shoes,Canon,5.0,2009,734,52.4,2,20,20.96,83.84,68.0,15.84,5.95,USD,Apple Pay,Paid,No,Economy,2.79,4,Australia,USA-East,Delivered,4,Positive,Excellent!,Yes,CPN-FO6,Google Ads,Desktop,Social,57.8,18,Yes,45.5,18.89,Low,No
ORD-WFGR0,2026-01-20 20:48:18.566862,2026,1,20,20,48,18,No,Cancelled,,CUS-03H9K,Tom Harvey,Male,55,Regular,Italy,Turin,15.7,24,2022-03-17,PRD-UY8E,Coffee Maker Automatic,Home,Appliances,Samsung,4.5,1441,717,53.84,5,5,13.46,255.74,183.8,71.94,23.54,USD,Apple Pay,Pending,Yes,Express,19.35,1,Italy,USA-East,Delivered,4,Positive,Excellent!,Yes,CPN-61Q,Affiliate,Mobile,Direct,19.5,11,No,82.7,28.13,Low,No
ORD-FTWSF,2024-04-13 02:52:36.169133,2024,4,13,2,52,36,Yes,Completed,,CUS-9ZCJ3,Catherine Burton,Female,71,Premium,Italy,Florence,6.3,39,2023-04-29,PRD-GP97,Laptop Backpack Waterproof,Electronics,Tablets,Baseus,3.5,2700,702,453.62,5,0,0.0,2268.1,933.25,1334.85,155.36,USD,Debit Card,Paid,No,Express,9.81,3,Italy,Asia-Pacific,In Transit,3,Neutral,Could be better,Yes,CPN-ZJH,Email,Tablet,Email,57.8,3,No,48.8,58.85,Low,Yes
ORD-7DR3D,2025-12-07 04:16:13.479165,2025,12,7,4,16,13,Yes,Completed,,CUS-O5NAS,Rebecca Humphrey,Female,34,Premium,Australia,Adelaide,50.2,3,2025-04-20,PRD-M0JC,Fitness Smart Band,Health,Personal Care,Logitech,4.0,2684,825,189.79,5,5,47.45,901.5,577.1500000000001,324.35,73.19,USD,PayPal,Paid,Yes,Next Day,8.45,14,Australia,USA-East,Delivered,5,Positive,Could be better,No,,Facebook,Desktop,Direct,15.3,17,No,63.1,35.98,High,No
ORD-YTV36,2025-08-10 12:35:16.371099,2025,8,10,12,35,16,Yes,Completed,,CUS-2FL13,Kimberly Gonzalez,Female,66,Regular,United Kingdom,London,21.4,32,2023-09-15,PRD-2O7E,Desk Lamp LED,Home,Decor,Baseus,4.4,1472,174,251.21,3,5,37.68,715.95,377.07,338.88,41.5,USD,PayPal,Paid,Yes,Express,7.42,14,United Kingdom,USA-East,Delivered,4,Positive,Excellent!,Yes,CPN-FW0,Facebook,Mobile,Social,12.8,13,Yes,35.0,47.33,Low,Yes
